Accession	GeneName	Description	NC_1	NC_2	NC_3	NC_4	NC_5	HC_1	HC_2	HC_3	HC_4	HC_5	HD_1	HD_2	HD_3	HD_4	HD_5
Q9CQI3	Gmfb	Glia maturation factor beta	25345.30859	20509.94922	21022.17578	21522.02539	20381.0918	18649.74219	30371.86914	24142.03906	21561.97461	28732.77734	35648.81641	27411.58203	41232.15234	25864.4707	24340.29688
Q9CQI4	Iftap	Intraflagellar transport-associated protein	239.0906372	147.6055298	191.7250824	197.1597443	129.8901825	NaN	238.1508942	128.7092743	148.4509125	150.4069519	196.4221649	184.810791	175.8704071	186.5005188	208.3533936
Q9CQI6	Cotl1	Coactosin-like protein	23801.55664	20312.82227	29491.92773	17249.63867	18824.63477	108566.3203	53743.02344	68094.08594	83847.32813	66976.22656	57581.88281	35820.69531	35034.19922	47907.3125	19647.73633
Q9CQI7	Snrpb2	U2 small nuclear ribonucleoprotein B''	395.1748962	295.2452087	393.0999756	294.092804	260.290863	458.9547424	294.7449036	444.6132813	576.8488159	501.799469	296.9186096	537.6660156	511.316864	266.6539612	387.885376
Q9CQI9	Med30	Mediator of RNA polymerase II transcription subunit 30	262.6488037	241.1156311	255.5552216	277.1839905	406.5429688	834.0022583	228.8645782	492.4440918	648.0836182	459.1120605	149.0565033	357.5249329	189.2387085	324.381012	417.8970642
Q9CQJ1	Higd2a	HIG1 domain family member 2A	294.9813232	171.5746002	681.2247925	361.9437256	717.8325195	290.680481	NaN	NaN	543.286377	196.8669434	102.9287643	220.6835327	632.0979004	334.0702209	165.5301819
Q9CQJ2	Pih1d1	PIH1 domain-containing protein 1	875.7223511	791.9489136	1065.931274	1043.592773	766.7443848	727.0857544	1230.931519	982.4581909	801.3798218	747.3320923	1175.368408	1126.593018	1210.670654	878.5631714	710.8532104
Q9CQJ4	Rnf2	E3 ubiquitin-protein ligase RING2	703.2682495	614.9959106	853.5250854	832.944519	666.3278198	675.4450684	749.8286743	770.9666748	814.2405396	497.4103699	479.6396179	714.9671021	679.3173828	639.0983276	457.6314087
Q9CQJ6	Denr	Density-regulated protein	2583.554443	1624.470825	1819.577759	1857.327881	2066.204834	3801.970215	2339.420898	2405.736816	2870.172607	3096.86499	2420.709961	2832.547607	2883.620605	2924.769531	3382.188965
Q9CQJ8	Ndufb9	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 9	9366.098633	6393.538086	10630.76855	12587.16309	14738.64551	3796.5625	4102.574707	3550.936279	6003.125977	3607.604004	3441.705811	5025.721191	7624.226563	7207.615234	5141.824707
Q9CQK7	Rwdd1	RWD domain-containing protein 1	3126.400146	2297.031982	2845.416748	2523.323975	2433.368652	2467.407471	2145.775391	2171.67627	2421.10791	2171.623291	2880.246582	3435.725098	2743.174805	2466.69751	2434.029297
Q9CQL0	Mettl21A	Protein N-lysine methyltransferase METTL21A	NaN	283.953064	371.8676758	211.3927612	166.3304596	317.2259521	495.5004883	266.8267212	387.920166	172.0008545	373.2902832	230.9065704	181.6483307	168.3946381	69.9564743
Q9CQL4	Mrpl20	Large ribosomal subunit protein bL20m	92.72516632	146.771347	172.949173	270.1464233	172.3844757	111.523056	154.0415344	178.3522644	NaN	137.7156219	88.54602814	193.9745636	183.9071045	199.3894348	NaN
Q9CQL5	Mrpl18	Large ribosomal subunit protein uL18m	1138.072266	809.0015259	980.3358154	1482.347412	1412.998901	988.5587158	667.409729	701.3070068	1139.251831	660.6264038	745.6607666	859.0500488	923.3676758	1108.949707	1062.285034
Q9CQL7	Mrfap1	MORF4 family-associated protein 1	162.7601166	178.091507	328.8904724	246.3404083	171.779129	NaN	275.131897	238.433136	70.74889374	328.5019226	432.2869568	474.9277344	381.0145569	196.1743164	241.7667999
Q9CQM2	Kdelr2	ER lumen protein-retaining receptor 2	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
Q9CQM5	Txndc17	Thioredoxin domain-containing protein 17	52141.71484	35632.14453	38009.98828	39440.13281	41649.74609	38975.38672	29314.38281	31334.96484	36021.03516	36767.59375	52035.71875	44718.71875	60574.39063	39995.68359	43795.43359
Q9CQM9	Glrx3	Glutaredoxin-3	36192.02734	29263.39063	27924.27344	31090.00586	30025.38672	14488.17676	23127.85742	19525.89258	24325.88281	23191.35156	35981.625	26897.97266	34440.32813	27682.77344	28734.94727
Q9CQN1	Trap1	Heat shock protein 75 kDa, mitochondrial	63847.63281	53972.86328	54626.14453	85821.65625	86739.25781	33927.30469	56008.72266	51170.07031	44803.58984	51089.84766	46148.66016	51729.26172	62748.46094	72331.625	81133.64063
Q9CQN3	Tomm6	Mitochondrial import receptor subunit TOM6 homolog	1368.692505	854.3746338	979.6279907	1472.25354	782.982666	979.0137329	1319.510742	1176.477661	1118.151123	1217.343872	1471.646484	1420.818604	3516.059326	1080.16687	1279.028076
Q9CQN6	Tmem14c	Transmembrane protein 14C	4361.571777	4408.540527	2399.35498	3412.584961	1739.652588	4237.679688	3662.013916	5236.847168	2845.848633	4432.736328	3294.83374	4693.126953	2234.131592	5237.453613	2852.141846
Q9CQN7	Mrpl41	Large ribosomal subunit protein mL41	934.5485229	769.8209229	463.2592163	566.6169434	720.8614502	1692.707886	382.8323059	789.7441406	615.7307739	589.0766602	366.4510498	802.5576782	305.9204407	718.5505981	1264.807251
Q9CQP2	Trappc2	Trafficking protein particle complex subunit 2	992.8058472	983.861145	1322.712891	1175.432251	929.9332275	444.4530945	1143.122437	669.3529053	756.2514648	602.6809692	1275.346069	914.208374	998.5092773	996.0292969	929.3839722
Q9CQP3	Chchd5	Coiled-coil-helix-coiled-coil-helix domain-containing protein 5	1164.841797	564.2424927	701.1312866	664.2453613	942.1173096	1157.970581	606.0617065	686.1693115	845.3284912	697.8844604	918.5856934	870.4350586	1007.24469	770.2474976	640.6564331
Q9CQQ0	Smim8	Small integral membrane protein 8	379.3763428	459.7692871	632.8605347	344.6393127	433.0363464	190.7055664	368.9992676	400.0135193	147.0837097	362.9709473	159.4979706	283.3469238	569.2878418	366.8955994	385.6519775
Q9CQQ7	Atp5pb	ATP synthase F(0) complex subunit B1, mitochondrial	13292.56152	19785.22852	16237.67578	22016.42578	22789.33984	12841.51953	18342.64648	17273.95117	15368.875	15287.43652	12592.5166	17926.3125	18642.73438	19507.85938	19080.22656
Q9CQQ8	Lsm7	U6 snRNA-associated Sm-like protein LSm7	4311.267578	3019.086182	4914.52832	4492.643066	3680.248779	6145.692871	3099.636963	3321.789795	3484.296631	3092.505615	4457.865234	3891.591553	2936.328613	4899.109863	3152.898193
Q9CQR2	Rps21	Small ribosomal subunit protein eS21	33887.87891	20765.91016	25167.83008	25730.90039	25044.88086	48809.03125	31891.08203	28888.38086	35172.28125	29688.79688	34542.73438	37141.42578	36965.35156	27233.53125	32790.34766
Q9CQR4	Acot13	Acyl-coenzyme A thioesterase 13	2424.277588	1669.28064	2562.78833	2425.881592	2851.542969	3333.81665	2212.393311	2448.26709	2504.223145	2009.287842	1289.581909	1773.393677	3561.628662	2729.510498	2834.015625
Q9CQR6	Ppp6c	Serine/threonine-protein phosphatase 6 catalytic subunit	2526.311768	2435.945801	2580.104736	2208.055908	2237.611328	2290.815186	2003.835938	2086.103516	2749.577148	1945.648315	2245.981201	2321.590332	2239.864502	2282.336182	1892.645264
Q9CQR7	Psenen	Gamma-secretase subunit PEN-2	419.4343872	162.587677	725.9800415	670.2976685	1157.78772	1267.169556	433.930481	571.284668	532.7834473	NaN	NaN	NaN	1095.590698	NaN	373.5557251
Q9CQS2	Nop10	H/ACA ribonucleoprotein complex subunit 3	795.9946899	869.6812134	259.6867981	295.7598572	358.6755371	422.8208008	330.4707642	354.6331482	196.5234375	451.6217346	601.5407715	515.6298828	NaN	358.0236816	487.9763184
Q9CQS4	Slc25a46	Mitochondrial outer membrane protein SLC25A46	729.5175171	888.6144409	852.3774414	967.1466064	618.3607788	575.0101318	817.5921021	945.8095703	704.151062	732.9591675	723.2944946	650.1287231	861.3464966	754.1976318	848.2709351
Q9CQS8	Sec61b	Protein transport protein Sec61 subunit beta	2428.097168	4778.710449	3019.410889	2686.657471	2422.41626	7610.293945	3546.207764	7236.209473	3301.943604	4820.503418	4374.574219	5017.04248	5558.962402	4804.18457	7811.647949
Q9CQS9	Haus2	HAUS augmin-like complex subunit 2	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
Q9CQT1	Mri1	Methylthioribose-1-phosphate isomerase	5022.269043	5647.251465	6999.106934	6059.03125	5771.812012	3380.788818	5310.769531	4111.283203	4450.677246	4232.02832	5569.837402	4940.632324	5487.024902	5283.395996	6145.75293
Q9CQT2	Rbm7	RNA-binding protein 7	257.2803345	205.3728485	470.0021057	447.5400696	430.2750244	354.4330444	413.5633545	336.2831116	309.5031433	357.5506592	306.4506836	340.9937134	386.3294983	452.8780518	433.2862854
Q9CQT5	Pomp	Proteasome maturation protein	792.8359375	570.6838379	808.6146851	636.8161621	518.2781982	871.5938721	882.5515747	597.9957275	749.8227539	582.5413208	1005.713135	897.6679688	715.4269409	670.7791138	824.2594604
Q9CQT7	Desi1	Desumoylating isopeptidase 1	553.4848633	354.4940796	222.4944916	231.984024	432.6589661	563.0612793	525.3319092	754.2416992	634.508728	671.6001587	663.0001831	462.2041626	624.1721802	219.7985992	321.5315857
Q9CQU0	Txndc12	Thioredoxin domain-containing protein 12	19540.07031	13203.97949	16181.57617	15875.9873	16814.36133	14431.06738	17730.48242	12269.75586	15111.0752	12446.82227	15139.77734	18763.20313	19749.60547	15190.79785	15393.71875
Q9CQU3	Rer1	Protein RER1	5533.162109	7235.786133	6540.942871	6977.664551	7320.930176	11002.94727	8586.950195	9556.822266	7546.952637	9458.075195	6928.348145	6898.960449	7995.837891	7505.402344	7068.069336
Q9CQU5	Zwint	Outer kinetochore KNL1 complex subunit ZWINT	429.0880737	432.6329956	755.4693604	974.4163818	412.0022583	655.1040649	816.4121094	781.8981934	718.2791748	462.5049438	599.7476807	622.5324707	1247.080933	565.6934814	923.5354614
Q9CQU8	Immp1l	Mitochondrial inner membrane protease subunit 1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
Q9CQV1	Pam16	Mitochondrial import inner membrane translocase subunit TIM16	1043.44751	1589.084717	806.2149658	1123.165527	1193.896851	2423.129883	2301.12793	2250.54541	1678.460327	2057.432129	1811.385742	2653.121826	1923.439453	2051.924561	3167.305664
Q9CQV4	Retreg3	Reticulophagy regulator 3	1026.238403	1319.558228	1452.204712	852.0740356	950.5623169	1460.019653	1557.278931	1539.457886	1516.161133	1485.326782	1212.980225	1371.789551	1741.423096	1133.956421	1442.306885
Q9CQV5	Mrps24	Small ribosomal subunit protein uS3m	1185.406738	713.3109131	1096.06665	1109.038696	1162.131104	219.8313599	672.010498	782.6571655	430.4621887	980.7509155	928.8067017	405.6116638	639.1887207	792.395874	1236.448608
Q9CQV6	Map1lc3b	Microtubule-associated proteins 1A/1B light chain 3B	2522.930908	1753.109253	3302.885986	3661.05957	4926.057617	4203.231934	1853.172241	2699.547607	2339.262451	2708.274902	2292.94873	2598.394775	3679.175537	2525.642822	4725.862793
Q9CQV7	Dnajc19	Mitochondrial import inner membrane translocase subunit TIM14	1318.558838	1322.825073	1097.490356	1524.804932	1617.297852	1790.920532	1915.407227	1886.271729	1578.301636	1613.331421	1213.51709	1883.128418	1721.350464	1460.256714	2274.239258
Q9CQV8	Ywhab	14-3-3 protein beta/alpha	256497.0156	225097.75	207991.0156	214193.1563	230028.2813	95107.3125	203512.3906	148674.7188	159509.1719	208595.25	284824.5938	220251.8906	329112.0625	247100.6719	218232.25
Q9CQW0	Emc6	ER membrane protein complex subunit 6	3337.209717	3827.338623	3214.760742	4710.487793	4451.53125	3809.515137	4596.585449	4174.740723	3038.268555	4451.710938	3461.559814	3257.200195	4150.364258	3564.499756	3592.852295
Q9CQW1	Ykt6	Synaptobrevin homolog YKT6	3421.823486	3233.29126	3666.556641	4055.922607	4145.691406	4660.102051	3387.329102	3829.598877	4048.896484	5450.306641	4312.492676	4689.342285	4887.298828	4516.05957	5387.84082
Q9CQW2	Arl8b	ADP-ribosylation factor-like protein 8B	5755.219727	8865.058594	7128.602051	6359.599609	5732.367188	12212.90234	8719.666992	12058.12109	11041.00195	11800.61426	9173.678711	10361.31836	9546.96875	8947.120117	8004.549805
Q9CQW3	Proz	Vitamin K-dependent protein Z	1257.545166	575.5665894	340.6954651	317.0782776	843.4818115	380.9341736	261.3977051	185.3500061	148.3593597	192.1629791	841.2787476	746.8596802	552.9811401	347.3603821	200.0474396
Q9CQW9	Ifitm3	Interferon-induced transmembrane protein 3	4397.959961	4842.233398	4432.958984	2968.768066	2173.678711	4797.35791	4129.069824	5476.598633	3546.420166	3076.791992	3179.581787	4705.73291	2115.854736	2723.800049	2975.401855
Q9CQX2	Cyb5b	Cytochrome b5 type B	26666.82227	33224.40234	22976.2207	20174.04688	20824.33984	37590.41406	35147	36405.96094	28040.69336	32404.98242	36003.9375	38346.41406	46143.48828	24159.11914	31356.81836
Q9CQX3	Bpifa5	BPI fold-containing family A member 5	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
Q9CQX5	Cldnd1	Claudin domain-containing protein 1	1147.758789	1179.904907	759.0251465	909.9400635	956.4935303	801.8149414	778.9415894	588.9290161	734.4168091	770.527771	902.7550659	796.7964478	732.1010742	859.5841064	707.2091675
Q9CQX8	Kgd4	Alpha-ketoglutarate dehydrogenase component 4	1104.661377	630.2926636	1957.928101	3089.413818	2459.982422	2032.454468	1811.494995	1796.679321	1639.269653	1909.149414	1604.118652	2304.060303	1904.462769	2789.665527	4253.380859
Q9CQY1	Atg12	Ubiquitin-like protein ATG12	187.3239594	395.1980591	288.1215515	254.5525513	320.1243896	859.9727173	434.9389038	410.6809998	330.5672302	371.4511719	356.3023682	440.0946045	374.2116394	372.6967468	588.5687256
Q9CQY2	Ramac	RNA guanine-N7 methyltransferase activating subunit	138.5480194	NaN	281.714386	352.1437073	167.2314606	596.7959595	249.3073578	225.1060333	307.0539246	387.6842346	289.3448181	395.9788513	223.7058716	486.8946228	304.7080078
Q9CQY5	Magt1	Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit MAGT1	3643.712891	5353.839355	3247.469238	4047.663818	4533.11084	3312.161621	3774.99707	4345.307617	3182.542236	3990.904785	3178.794922	3219.856689	3731.15918	3975.627686	3747.358887
Q9CQY6	Uqcc2	Ubiquinol-cytochrome c reductase complex assembly factor 2	438.5139771	192.4312286	302.8188171	422.4250183	539.8041382	474.0770874	278.256012	396.6867065	312.7911682	288.232605	139.7792206	284.1122437	438.4662476	411.6062317	420.1769714
Q9CQY7	Mmd	Monocyte to macrophage differentiation factor	1468.011108	2112.292725	1438.11731	2121.135742	1815.906372	2692.430176	5280.432129	4277.186035	4317.463379	4492.804688	3846.109131	3938.824707	10429.85938	4819.003418	3880.460693
Q9CQZ0	Ormdl2	ORM1-like protein 2	2783.096924	4177.453125	3441.394043	4829.719238	3982.732178	2693.206055	3271.689941	3646.264893	1919.900391	2969.955078	2961.095459	2805.573975	1339.254395	2455.544922	2225.695313
Q9CQZ1	Hsbp1	Heat shock factor-binding protein 1	1258.701782	1197.006226	704.6381836	794.3761597	561.1716919	870.9805908	1505.392334	1155.605347	865.7385864	1105.035889	1451.809204	1324.85144	1633.7229	1148.453369	1606.365845
Q9CQZ5	Ndufa6	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 6	2236.344727	1822.96936	1564.63208	2816.116455	2925.75415	1508.855957	1594.067505	1807.531372	1432.372925	1751.607788	1336.005249	2445.881836	2706.414063	2577.260498	2536.276123
Q9CQZ6	Ndufb3	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 3	7169.417969	4764.685547	5317.897461	9528.883789	10428.22363	5814.730469	4877.462402	5848.253418	4529.05957	5473.875488	3047.439941	5661.100098	6490.830078	6607.919434	7559.449219
Q9CR00	Psmd9	26S proteasome non-ATPase regulatory subunit 9	12250.41797	8186.195801	8818.697266	8717.045898	9033.228516	9107.154297	8006.880371	6312.914551	7661.803711	8840.194336	9984.882813	9823.404297	9342.012695	7643.232422	10623.2334
Q9CR09	Ufc1	Ubiquitin-fold modifier-conjugating enzyme 1	5706.866699	4599.326172	5735.239258	5158.881348	6048.050781	5050.318848	3907.228271	3374.374512	6029.030273	3850.789307	5546.108887	4307.21875	4508.831543	5159.344727	4927.392578
Q9CR10	Oxld1	Oxidoreductase-like domain-containing protein 1	715.2073364	751.2324219	695.9098511	958.2799683	959.3696289	131.1470795	627.9712524	542.2662964	225.9194031	637.5948486	688.8425293	710.5369873	826.460144	651.4529419	761.5611572
Q9CR11	Yeats4	YEATS domain-containing protein 4	1077.670776	1009.844116	862.5245361	1734.931641	1382.465088	1057.243652	1149.758667	1209.272705	1018.221619	980.0805664	1074.080078	1093.327271	884.6932373	1219.364746	1053.928589
Q9CR13	Fmc1	Protein FMC1 homolog	333.9650269	114.2941589	319.5776672	513.0620728	307.9821167	240.3865967	264.5774231	396.321167	163.8683929	367.3672485	223.07164	537.3188477	343.8833618	395.1799316	434.0250244
Q9CR16	Ppid	Peptidyl-prolyl cis-trans isomerase D	2554.422119	1928.964355	2155.844727	2405.78833	2789.435547	5430.885254	2616.9646	3539.943604	2988.895508	3483.050537	2252.775391	2239.657959	3568.822021	4095.167725	5015.09375
Q9CR20	Ier3ip1	Immediate early response 3-interacting protein 1	4608.587891	6646.972656	5460.64209	5152.051758	5786.47168	5063.097656	7481.905273	6329.733398	5323.98291	7024.475098	6894.253906	5645.845215	7008.504395	6018.02832	6136.007324
Q9CR21	Ndufab1	Acyl carrier protein, mitochondrial	28015.79492	14286.02637	13648.19141	17745.21875	19494.38086	11010.30078	14693.0332	15100.33398	12931.61426	15730.35742	18083.41602	23588.85547	15367.6543	17322.55469	20254.9043
Q9CR24	Nudt8	Mitochondrial coenzyme A diphosphatase NUDT8	390.4598389	178.3231354	365.8512268	281.4100342	489.3518982	407.5623474	151.3767395	415.4373169	230.8231964	349.6330566	348.7782898	341.971283	498.1647339	562.6727295	608.7279053
Q9CR25	Dph2	2-(3-amino-3-carboxypropyl)histidine synthase subunit 2	210.0080261	NaN	305.494873	185.129364	196.5301208	466.8187256	337.4154968	272.7474365	362.6222839	195.4526672	191.6575012	261.9554138	269.3296509	224.3212128	334.8031311
Q9CR26	Vta1	Vacuolar protein sorting-associated protein VTA1 homolog	4506.741699	4640.021973	4529.783691	4091.145996	4455.21875	5298.691895	4891.437012	4854.759766	5410.852539	4483.203125	5067.724121	4786.456055	6591.974121	5788.402344	4115.901855
Q9CR27	Washc3	WASH complex subunit 3	972.3536987	591.1739502	971.3552856	746.9869995	824.4221191	1303.814087	781.7592773	1021.358276	951.059021	753.2353516	1035.054932	951.0628662	758.6061401	648.8994751	796.7774048
Q9CR29	Ccdc43	Coiled-coil domain-containing protein 43	1705.522217	757.2546387	762.9073486	1068.10791	843.4403076	723.9838257	989.9696655	914.4906006	741.1755981	1125.345581	1097.055908	782.553772	1401.057861	1187.150513	1611.806396
Q9CR30	Josd2	Josephin-2	395.0629272	NaN	NaN	235.8578796	231.686142	NaN	NaN	NaN	110.3886337	296.6922302	181.0365448	218.9640503	306.913147	384.3101196	NaN
Q9CR35	Ctrb1	Chymotrypsinogen B	252.8830566	616.6923828	511.2420654	287.6310425	193.7650757	54049.64844	4015.749023	1413.359497	815.9075317	1140.427124	398.2823181	492.2214661	855.321167	4047.395996	14365.56543
Q9CR39	Wdr45b	WD repeat domain phosphoinositide-interacting protein 3	2104.932373	1471.510986	1663.632446	1663.641357	1529.181396	2042.617676	1368.950562	1741.705811	1846.344238	1524.668457	1754.069702	1855.365112	1170.375366	1948.956421	1441.580444
Q9CR41	Hypk	Huntingtin-interacting protein K	2085.997559	1448.241699	1347.82666	1359.657959	1448.011719	1865.86145	1609.187134	1591.810181	1452.095581	2123.64917	2385.265381	2320.092041	2614.354004	2117.642334	2142.875977
Q9CR48	Dram2	DNA damage-regulated autophagy modulator protein 2	886.5014648	498.2572937	784.0387573	853.2557983	770.0588379	1138.407104	934.4855347	1428.885498	561.2905273	840.9434204	936.8168945	994.6490479	395.4668579	1353.227295	554.7550049
Q9CR50	Rchy1	RING finger and CHY zinc finger domain-containing protein 1	257.2315369	289.9740295	425.5870361	251.3042755	263.8103943	266.2136841	244.1945953	344.0493774	257.3062744	179.6259766	225.1865234	254.8098602	358.7559509	267.3782349	171.6512299
Q9CR51	Atp6v1g1	V-type proton ATPase subunit G 1	7744.568848	3938.385742	5610.769043	5413.625488	5665.136719	18507.25977	6698.016113	7580.837402	7200.574707	5153.565918	5651.142578	5305.277344	14357.86328	4892.327637	6873.314453
Q9CR56	Nkiras2	NF-kappa-B inhibitor-interacting Ras-like protein 2	804.7842407	476.4295349	840.578125	813.9483032	705.092041	481.1444397	610.074585	589.1013794	498.431427	640.8652344	704.171814	631.5939331	587.0518799	686	719.1206055
Q9CR57	Rpl14	Large ribosomal subunit protein eL14	15597.36914	18899.83594	16077.75879	17738.94531	16115.71973	34067.53516	22650.61523	34602.94922	25551.87891	31200.02148	19266.51953	26945.40039	18354.90039	24999.40039	19489.61328
Q9CR59	Gadd45gip1	Large ribosomal subunit protein mL64	724.3455811	324.79245	397.8356628	421.9003296	308.2680054	663.8079834	392.7848816	480.7945251	283.0845947	446.7411194	234.8141022	521.4434814	194.9319611	538.9276123	876.8716431
Q9CR60	Golt1b	Vesicle transport protein GOT1B	702.7225342	1900.036499	1888.345215	1237.717407	938.6775513	990.3063354	1411.49585	1590.459106	1882.848755	1644.206055	2436.989258	1459.699829	887.0699463	1524.572266	1238.233032
Q9CR61	Ndufb7	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 7	6870.26709	5402.537598	7865.478516	10641.70801	12047.09082	3024.850586	2429.762695	2708.483887	3954.556885	2397.7229	1201.199341	2624.618896	4108.916016	3586.935791	6096.731445
Q9CR62	Slc25a11	Mitochondrial 2-oxoglutarate/malate carrier protein	9658.794922	14588.31348	11129.62891	14302.9082	13614.46387	12046.66309	13848.80371	18241.20508	13383.38574	14561.81543	10835.81152	13624.39355	11530.79492	15619.02246	12573.90723
Q9CR64	Tmem167a	Protein kish-A	4846.932617	8552.956055	12073.57617	9509.47168	8942.551758	7801.35791	7991.972656	9069.608398	12319.59375	7705.939453	7883.900391	7974.716309	12693.56836	9125.915039	6441.892578
Q9CR67	Tmem33	Transmembrane protein 33	2766.419434	6383.675293	5064.520996	4494.986816	4197.48877	5536.680664	6144.648926	6359.979492	7349.777344	6730.816895	5903.872559	4940.666992	6279.022461	5028.653809	4232.961426
Q9CR68	Uqcrfs1	Cytochrome b-c1 complex subunit Rieske, mitochondrial	19855.74219	18641.06055	14859.85742	26542.03516	29014.11328	17708.43164	17595.125	17393.16797	17287.27539	19261.23047	16515.57031	22486.08008	21654.93945	22295.74805	27318.27344
Q9CR70	Lage3	EKC/KEOPS complex subunit Lage3	386.7539673	469.1387024	588.4561157	737.8432617	626.2237549	619.8729248	415.0442505	726.8937378	714.3074341	352.4963379	486.6859436	650.9730835	563.9198608	590.2530518	444.2445984
Q9CR76	Tmem186	Transmembrane protein 186	218.1054993	529.9006348	471.6390381	475.5100098	416.6064148	402.3774414	640.5016479	492.9348145	429.2693176	221.9878082	434.926178	431.3927917	527.8740234	578.6009521	448.2614746
Q9CR86	Carhsp1	Calcium-regulated heat stable protein 1	19948.96484	16431.00586	22861.05664	22378.03125	18388.00977	8103.219727	19477.15234	14701.00488	15207.2832	16359.36328	24789.625	22057.36523	28010.63477	22418.06836	27391.79688
Q9CR88	Mrps14	Small ribosomal subunit protein uS14m	NaN	NaN	NaN	350.3305664	290.2003174	NaN	NaN	314.3082275	NaN	NaN	NaN	596.270752	NaN	377.1388245	618.1654663
Q9CR89	Ergic2	Endoplasmic reticulum-Golgi intermediate compartment protein 2	746.2523804	963.6508179	961.6452026	1088.39563	849.5963135	1089.866577	1149.416748	1088.150146	1008.769287	1028.069214	804.3244629	863.2686157	503.0041504	799.8803711	823.8251953
Q9CR95	Necap1	Adaptin ear-binding coat-associated protein 1	1574.658936	1875.77002	2152.5896	1925.523682	1534.28064	1825.755737	2319.41626	2035.782227	2554.413086	1769.012085	1945.85083	1860.009033	2942.088135	2017.057007	2430.642822
Q9CR98	Fam136a	Protein FAM136A	4205.884277	2604.633545	2427.836914	2366.244141	2544.250244	2328.117676	2449.726318	2704.826172	2258.263672	2431.820068	2487.796143	2780.06665	3508.4646	2638.570801	2793.012939
Q9CRA0	Art4	Ecto-ADP-ribosyltransferase 4	208.9064941	NaN	233.0587921	NaN	500.2382813	50.73314667	NaN	NaN	210.4185791	NaN	NaN	195.217392	36.98765182	NaN	92.9977417
Q9CRA4	Msmo1	Methylsterol monooxygenase 1	NaN	NaN	NaN	56.11711502	37.62742615	NaN	NaN	200.7921448	95.88052368	144.2826996	NaN	62.21010971	NaN	NaN	158.4566193
Q9CRA5	Golph3	Golgi phosphoprotein 3	1336.048584	1278.568726	1176.417114	1350.253174	1330.002686	1240.671997	1331.844116	1100.452759	1190.606323	1116.628418	1019.098145	1180.119873	1374.676392	1083.84668	694.9213867
Q9CRA7	Dmac2l	ATP synthase subunit s, mitochondrial	1383.609985	990.0690308	1127.593872	1444.043579	1603.173218	555.8709106	771.3737183	743.746521	1024.797241	451.2928467	612.9656372	827.6123657	1419.685547	1124.723145	770.5735474
Q9CRA8	Exosc5	Exosome complex component RRP46	479.5114441	422.9668884	863.9541626	857.715271	723.0720215	979.2044678	684.8725586	1064.524292	804.2515259	837.3496094	478.048584	499.1746216	632.2305908	578.1611938	513.0146484
Q9CRA9	Fgfr1op2	FGFR1 oncogene partner 2 homolog	640.1865234	631.4398193	696.2467651	585.0044556	619.399292	458.0253296	736.088501	521.3840332	451.3766785	528.6607666	644.2023926	636.2042847	607.9609985	507.5882874	517.8071289
Q9CRB0	Snx24	Sorting nexin-24	451.5246887	286.8728333	1041.783325	708.8387451	766.2393799	805.9816895	477.1929626	823.3889771	582.6917114	422.6307068	375.0828552	423.6867981	297.6260071	409.4264526	420.5154724
Q9CRB2	Nhp2	H/ACA ribonucleoprotein complex subunit 2	783.0848389	343.1756592	584.2167358	959.0919189	1041.454468	664.9663086	341.7136536	545.1862183	414.5462341	457.440094	417.7724609	549.6095581	407.0891418	523.6594238	508.3574829
Q9CRB3	Urah	5-hydroxyisourate hydrolase	1511.807739	2995.668945	2449.935791	881.9642334	307.4710693	327.1610107	546.7426147	226.9085236	128.7870331	123.335022	235.5619659	997.5812378	NaN	201.3671112	9250.026367
Q9CRB6	Tppp3	Tubulin polymerization-promoting protein family member 3	9941.981445	4671.875	5641.457031	5202.210938	5464.540527	4797.224609	5502.842285	6776.713379	5844.942383	3653.873779	4086.822754	3891.577637	4084.00293	3223.042969	3920.085205
Q9CRB8	Mtfp1	Mitochondrial fission process protein 1	NaN	NaN	221.5564423	310.9247742	NaN	159.4490356	399.7568054	192.6915131	NaN	230.6728363	NaN	NaN	345.2330017	198.9022522	407.3222656
Q9CRB9	Chchd3	MICOS complex subunit Mic19	26447.21875	20374.85742	17233.16016	22731.62109	22804.73633	15960.54004	24114.28516	20579.79688	19784.07031	19187.33008	22284.10352	27546.14453	27983.01172	20829.96875	22941.03516
Q9CRC0	Vkorc1	Vitamin K epoxide reductase complex subunit 1	7835.330566	10347.24609	8783.345703	10325.8418	13251.81543	9971.552734	11258.30273	12426.27832	11091.19727	11640.89648	9546.631836	8535.295898	12587.05859	7833.754395	8732.571289
